version_id,tag,src_module,dst_module
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial001,fastapi
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial002,fastapi
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial002,fastapi.routing
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial003,fastapi
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial004,fastapi
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial005,fastapi
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial006,fastapi
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial007,fastapi
1,0.115.6,docs_src.path_operation_advanced_configuration.tutorial007_pv1,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial001,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial001_py310,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial001_py39,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial002,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial002_py310,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial002_py39,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial002b,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial003,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial003_py310,fastapi
1,0.115.6,docs_src.path_operation_configuration.tutorial003_py39,fastapi
