version_from,version_to,tag_from,tag_to,module,fan_in_delta,fan_out_delta,cyclomatic_delta,centrality_delta
1,2,0.115.6,0.115.7,docs_src.additional_responses.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.additional_responses.tutorial002,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.additional_responses.tutorial003,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.additional_responses.tutorial004,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.additional_status_codes.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.additional_status_codes.tutorial001_an,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.additional_status_codes.tutorial001_an_py310,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.additional_status_codes.tutorial001_an_py39,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.additional_status_codes.tutorial001_py310,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.advanced_middleware.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.advanced_middleware.tutorial002,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.advanced_middleware.tutorial003,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b.main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b.test_main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an.main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an.test_main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an_py310,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an_py310.main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an_py310.test_main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an_py39,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an_py39.main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_an_py39.test_main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_py310,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_py310.main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.app_b_py310.test_main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.test_main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.tutorial002,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.app_testing.tutorial003,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.async_tests,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.async_tests.main,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.async_tests.test_main,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.background_tasks.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.background_tasks.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.background_tasks.tutorial002_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.background_tasks.tutorial002_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.background_tasks.tutorial002_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.background_tasks.tutorial002_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.behind_a_proxy.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.behind_a_proxy.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.behind_a_proxy.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.behind_a_proxy.tutorial004,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app.dependencies,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app.internal,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app.internal.admin,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app.main,0,0,0,7.990624334114522e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app.routers,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app.routers.items,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app.routers.users,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an.dependencies,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an.internal,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an.internal.admin,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an.main,0,0,0,7.990624334114522e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an.routers,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an.routers.items,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an.routers.users,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an_py39,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an_py39.dependencies,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an_py39.internal,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an_py39.internal.admin,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an_py39.main,0,0,0,7.990624334114522e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an_py39.routers,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an_py39.routers.items,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.bigger_applications.app_an_py39.routers.users,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.body.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body.tutorial002_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body.tutorial003_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body.tutorial004,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body.tutorial004_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_fields.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_fields.tutorial001_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_fields.tutorial001_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_fields.tutorial001_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_fields.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial001_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial001_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial001_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial002_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial003_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial003_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial003_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial003_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial004,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial004_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial004_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial004_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial004_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial005,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial005_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial005_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial005_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_multiple_params.tutorial005_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial002_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial002_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial003_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial003_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial004,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial004_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial004_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial005,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial005_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial005_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial006,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial006_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial006_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial007,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial007_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial007_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial008,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial008_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial009,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_nested_models.tutorial009_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.body_updates.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.body_updates.tutorial001_py310,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.body_updates.tutorial001_py39,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.body_updates.tutorial002,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.body_updates.tutorial002_py310,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.body_updates.tutorial002_py39,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.conditional_openapi.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.configure_swagger_ui.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.configure_swagger_ui.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.configure_swagger_ui.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial001_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial001_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial001_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_pv1,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_pv1_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_pv1_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_pv1_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_pv1_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_param_models.tutorial002_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_params.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_params.tutorial001_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_params.tutorial001_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_params.tutorial001_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cookie_params.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.cors.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_docs_ui.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_docs_ui.tutorial002,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.custom_request_and_route.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_request_and_route.tutorial002,0,0,0,3.424553286049143e-05
1,2,0.115.6,0.115.7,docs_src.custom_request_and_route.tutorial003,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial001b,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial002,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial003,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial004,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial005,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial006,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial006b,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial006c,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial007,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial008,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial009,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial009b,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial009c,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.custom_response.tutorial010,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.dataclasses.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dataclasses.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dataclasses.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.debugging.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial001_02_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial001_02_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial001_02_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial001_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial001_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial001_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial002_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial002_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial002_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial002_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial003_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial003_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial003_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial003_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial004,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial004_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial004_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial004_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial004_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial005,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial005_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial005_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial005_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial005_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial006,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial006_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial006_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial007,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008b,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008b_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008b_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008c,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008c_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008c_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008d,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008d_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial008d_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial009,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial010,0,0,0,0.0
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial011,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial011_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial011_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial012,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial012_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependencies.tutorial012_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.dependency_testing.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.dependency_testing.tutorial001_an,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.dependency_testing.tutorial001_an_py310,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.dependency_testing.tutorial001_an_py39,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.dependency_testing.tutorial001_py310,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.encoder.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.encoder.tutorial001_py310,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.events.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.events.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.events.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extending_openapi.tutorial001,0,0,0,2.283035524032733e-05
1,2,0.115.6,0.115.7,docs_src.extra_data_types.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_data_types.tutorial001_an,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_data_types.tutorial001_an_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_data_types.tutorial001_an_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_data_types.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial001_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial002_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial003,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial003_py310,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial004,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial004_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial005,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.extra_models.tutorial005_py39,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.first_steps.tutorial001,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.first_steps.tutorial002,0,0,0,1.1415177620163666e-05
1,2,0.115.6,0.115.7,docs_src.first_steps.tutorial003,0,0,0,1.1415177620163666e-05
